session_duration,kills,deaths,assists,shots_fired,shots_hit,accuracy,headshots,avg_reaction_time_ms,avg_speed,max_speed,resources_collected,damage_done,suspicious_file_change,kd_ratio,headshot_ratio,hit_rate,label
-1.5444678189952685,-0.8555557985387146,1.3054390715125668,-0.11238343741251451,-0.8406100265554085,-0.7855582353012587,-0.5220448573889411,-0.36809497672214325,0.9382342847667211,-0.5381795094287632,-0.7919812146625218,-0.19825578337494867,-0.996883860548076,-0.4017961993728036,-0.535437268836908,-0.019330465338581175,-0.5239430796510324,0
-0.400121716187931,2.362524108426992,-1.1827545385777154,0.12642539686822174,-0.8981460564083128,0.5885911043316298,1.5977330701201842,1.4367876220409646,-1.4924663668054314,1.434474140147933,1.9018937843006027,2.829041753539472,1.3850060977438554,-0.4017961993728036,2.08633336672662,1.9104417779601903,1.5966867419011803,1
-1.2035764501479864,1.558004131685565,-1.3486341125837342,-1.0676187745354595,1.1587670108330133,2.9504102818256572,1.2167476580893652,2.4715869786651465,-1.4934719461996346,-0.07650140838728163,0.16930131901756842,0.7737585128103392,2.0691620768312498,-0.4017961993728036,3.575549145399937,1.0682935913395788,1.231274400610384,1
-0.4462731630472554,-1.2212466970575448,-0.6851158165596589,1.320469568271903,1.072462966053657,-0.48496306725656435,-0.9738404976924726,-0.6568761925242405,0.5201168209399679,-0.13764290320636582,-0.3931770072183419,0.16185794683827545,-1.1524238793861754,-0.4017961993728036,-0.5517060126375408,-1.1251248523192403,-0.9725124197626098,0
-0.1578266201764783,-0.27045036090858615,-0.3533566685476213,-0.35119227169325073,1.806047346678186,0.11622726883282432,-0.7741106466017635,-0.6328110912073991,0.5205867658294586,-1.0987182723479945,-0.7222124350529396,-1.088292970243405,-0.4491922376110895,-0.4017961993728036,-0.3602354125224001,-1.0807565590144608,-0.7709364367844308,0
-0.272156340805259,-1.0018321579462468,1.4713186455185856,-0.35119227169325073,-0.8262260190921825,-0.5708474009836199,-0.22312959511609884,-0.48842048330635046,1.3353387451356133,-0.6835488889910862,-0.420121886148953,-0.21875006070415656,-0.08381992920838448,-0.4017961993728036,-0.5493421780682181,-0.6117203155067914,-0.22462832160433585,0
0.036219235936589926,-0.12417400150105407,0.8078003494945104,1.320469568271903,1.2450710556123696,-0.742616068437731,-1.1701747375779674,-0.5846808885737161,-0.19305209562758816,-0.7004632241437752,-0.5405619491431497,0.04767554457554585,0.11207245300752362,-0.4017961993728036,-0.45141188876770516,-0.8621615529762786,-1.169898949745279,0
-0.4347353013324243,-1.0018321579462468,-0.6851158165596589,0.12642539686822174,0.7847828167891359,0.5241778540363381,-0.18356048753393459,-0.5365506859400333,0.5154229583259418,-0.523514932292985,-0.6022850666458649,-0.8072285954428399,-0.6799343881987415,-0.4017961993728036,-0.4878824792658273,-0.9454332644348832,-0.1781396021875681,0
0.4620712228658099,-1.2212466970575448,-0.6851158165596589,0.6040430654296942,-0.16456167578378386,-0.42054981696127275,-0.5053290951243041,-0.44029028067266757,0.4953108662045983,-0.7299614238785234,-0.5662667000194828,-0.04308482645380333,0.08859471431498034,-0.4017961993728036,-0.5517060126375408,-0.5475447484052353,-0.5039529479734378,0
-0.17041337841083948,-0.8555557985387146,1.4713186455185856,1.5592784025526392,-0.33716976534249654,-0.07701248205305063,-0.026473284830615038,-0.24776947013793607,0.9373100489891482,-0.23826546283314654,-0.5687682386435028,-0.8804224430471538,-0.24522938271961964,-0.4017961993728036,-0.5375230052216046,-0.2765812428653318,-0.02423859041972977,0
-0.9235210794334502,-0.3435885406123522,0.3101616274764539,-0.11238343741251451,-0.04948961607797542,-0.24878114950716168,-0.397074634743798,-0.44029028067266757,0.6056328728012499,-0.005550070004253412,-0.5008609418158226,-0.5525140057798277,-0.5119218206802286,-0.4017961993728036,-0.4472675034838277,-0.619742261394486,-0.39490025778141263,0
-1.102882384273097,0.16837871731401013,0.8078003494945104,-0.590001105973987,-0.5960818996805656,-0.549376317551856,-0.38329838972779795,-0.2718345714547775,0.008907215335817618,-0.9989564697639338,-0.9097900068187047,0.10330286875482436,0.25330572482985436,-0.4017961993728036,-0.4210197300192702,0.024901310140645148,-0.3834647796116254,0
0.8449184524942959,0.46093143612907433,0.9736799235005292,-1.3064276088161957,1.4608311675607606,-0.29172331637068943,-0.9328266077502911,-0.6087459898905576,-0.7169713289173064,-0.5610338204355425,-0.7371651998920777,0.10330286875482436,-0.46349898462685807,-0.4017961993728036,-0.40278443477020914,-1.009194795619655,-0.9309366392376871,0
0.3592793639518603,-0.3435885406123522,-0.5192362425536402,-1.0676187745354595,0.7416307943994577,-0.16289681578010615,-0.6626363578647271,-0.31996477408846036,0.39278729115386063,-0.5301672730300024,-0.10474696593713673,-0.5203087128339297,-1.1205088283509994,-0.4017961993728036,-0.3425066532524797,-0.38521831397188755,-0.6599254108038741,0
0.5984277704047227,0.022102357906478038,-1.3486341125837342,-1.0676187745354595,0.9717749138110746,0.051814018537532675,-0.587971945182671,-0.1996392675042532,1.5021568678353394,0.23012409877773082,-0.26865572508558005,0.14136366950906756,-0.11353394224113458,-0.4017961993728036,1.3417254773899616,-0.24970429595955188,-0.5845072409712689,0
-0.6812259834219975,0.2415168970177762,1.8030777935306233,-0.35119227169325073,0.3532625928923542,-1.3652774879588836,-1.5133889551594801,-0.464355381989509,0.3964827675364465,-0.6077829138925196,-0.1374899045679473,-0.432476095708753,-0.9880797085383723,-0.4017961993728036,-0.46128934036094665,1.270762986138854,-1.5154491219049646,0
-1.540272232917148,0.16837871731401013,-0.6851158165596589,-1.0676187745354595,-0.8693780414818607,0.2879959362869354,1.0909967200863315,1.0998762036051843,-1.813917115329411,1.8313160556478252,1.47215228638205,2.0531869689337454,0.40444366766310186,2.488823939999884,-0.14749030128335489,1.8226247916263927,1.0901352171304282,1
-0.03510572739145677,-0.9286939782424807,-0.18747709454160252,0.8428518997104305,-1.6748824594225198,-0.5708474009836199,1.4630590638589094,-0.464355381989509,1.6025586740473357,-0.49683780310137005,-0.7049295654815951,-0.6462021307133494,-0.564746732738451,-0.4017961993728036,-0.5064976764992437,-0.5383768102478702,1.4314226644118422,0
1.0452576877245447,-1.1481085173537788,1.6371982195246044,1.5592784025526392,1.806047346678186,0.1376983522645882,-0.7624212550278132,-0.34402987540530183,0.1825523854709246,-0.4271902762502926,-0.5182711530394324,-0.3007271700209881,0.26100935783834517,-0.4017961993728036,-0.5617834126436009,-0.5553710370761568,-0.759169800457475,0
-0.4924246099065797,-0.7092794391311825,0.47604120148247275,0.12642539686822174,-1.487890362400581,-0.39907873352950884,1.2515709947671283,-0.36809497672214325,0.7127589670385037,0.05119591944672731,0.02621296279490951,-1.0473044155849893,-0.26797344207802093,-0.4017961993728036,-0.5020654866817635,-0.3685286928061578,1.232957386169876,0
-0.8406582543905724,-0.3435885406123522,1.8030777935306233,-1.0676187745354595,1.6909752869723775,-0.2273100660753978,-0.9402144485476893,-0.5124855846231918,0.2977991880130864,-0.7560340137404744,-0.44927781231345826,-0.24509984584170955,-0.8406101623758347,-0.4017961993728036,-0.5038383626087556,-0.7933865362250425,-0.9382112667982986,0
