player_id,match_id,session_duration,kills,deaths,assists,shots_fired,shots_hit,accuracy,headshots,avg_reaction_time_ms,avg_speed,max_speed,resources_collected,damage_done,suspicious_file_change,label
1383,5090,2123,0,3,7,260,65,0.25,9,237.64602815961402,4.370332540689463,5.929332969722685,193,1977,0,0
1881,2898,1395,24,6,0,205,19,0.09268292682926829,6,225.3140753939318,4.919757154155558,6.96791122916504,173,1948,0,0
4901,1700,1288,27,0,4,175,141,0.8057142857142857,133,67.7797469359213,9.222833584834426,16.125815527329728,848,11257,0,1
1524,9152,3467,8,6,10,76,37,0.4868421052631579,15,265.9963930922387,5.38963524070814,8.785474288478493,234,222,0,0
4654,9032,2806,26,2,0,233,222,0.9527896995708155,159,47.14182982736306,11.966591171000726,15.358908127968087,686,11551,1,1
960,5130,974,22,18,3,211,95,0.45023696682464454,19,214.5526847969117,7.416318820427339,11.27582035074084,423,1811,0,0
431,8966,327,7,15,12,70,35,0.5,12,157.0032569086697,4.894654596622718,8.630533349221619,141,3572,0,0
376,3971,415,23,15,14,275,118,0.4290909090909091,9,207.97645321570346,5.275254379485015,6.325031821382809,383,3526,0,0
297,4676,450,18,16,10,172,82,0.47674418604651164,8,290.3765499909405,4.526757686627466,5.800932145622795,418,2904,0,0
716,8400,2151,20,4,10,200,77,0.385,8,347.9605180055902,5.042236214568694,7.533958758210625,78,1882,0,0
3987,9243,1304,2,17,8,60,33,0.55,11,274.28163965527057,4.408638644588571,6.025428639579214,259,3098,0,0
1334,3301,3492,22,8,0,80,42,0.525,13,331.2665154537598,4.138324969536369,8.027252796629826,465,699,0,0
1173,1130,2194,13,3,12,63,53,0.8412698412698413,15,270.38448684185886,6.080999539961692,8.741199620461936,483,137,0,0
1859,9102,1904,10,2,12,187,40,0.21390374331550802,1,293.1178082235008,5.115243996789289,6.245649194760434,424,2302,0,0
4175,4516,1589,56,1,6,169,164,0.9704142011834319,82,89.21713762162415,9.111891994741796,13.831402058024498,1374,11411,1,1
4182,7599,3056,40,2,5,56,49,0.875,26,114.69844888557101,7.405268659716462,12.335327245439956,761,9514,1,1
1250,8735,3473,21,11,9,108,14,0.12962962962962962,7,200.06746548260963,4.513625407947657,7.533887808688268,426,3068,0,0
3161,1038,2665,14,11,10,246,96,0.3902439024390244,3,339.3018159549636,5.532597046636332,9.013195165302985,237,3357,0,0
1778,4748,2734,24,13,8,191,84,0.4397905759162304,6,316.75523086343117,6.4386110786254935,9.346616490592375,421,524,0,0
4856,8354,781,45,2,0,112,105,0.9375,77,68.7462762178219,8.794696086166804,14.136423328190688,1010,6553,1,1
2229,3648,2419,5,12,12,144,53,0.3680555555555556,4,124.13848116848322,5.8108127360499555,9.600340216951075,489,4661,0,0
4888,2590,2895,47,0,4,211,168,0.7962085308056872,117,75.68779924628672,10.024451386602971,15.452000170512736,811,8101,1,1
165,4850,2095,23,14,8,227,40,0.1762114537444934,18,214.54368075490436,6.354460626794694,7.887759790348438,449,708,0,0
2980,3427,1772,16,17,10,117,71,0.6068376068376068,9,229.2733029649223,7.201894437415289,10.463505797185444,406,2854,0,0
4531,1789,1386,38,1,8,67,57,0.8507462686567164,53,67.98662750281142,9.371110614704808,16.565834733961395,630,4297,1,1
1088,8399,331,17,12,14,166,52,0.3132530120481928,8,224.6289000275622,6.387096702785758,8.61758801047767,51,2481,0,0
4544,6638,473,49,0,6,93,84,0.9032258064516129,61,56.587075154925955,10.248022938368061,17.610455514660025,1254,11332,1,1
2720,6506,1133,7,10,12,57,35,0.6140350877192983,4,284.7836163643556,4.639403250823897,5.985178185900014,292,2646,0,0
809,3815,3027,8,2,4,156,89,0.5705128205128205,19,208.77573471732444,4.753072306627805,5.7876503487867605,172,4679,0,0
833,6775,1839,1,2,2,59,54,0.9152542372881356,5,245.37250739552292,5.52998959547752,6.720816584007022,75,274,0,0
1662,4328,1989,14,16,11,190,55,0.2894736842105263,6,209.19695069144964,6.28479065430342,7.290811791820342,80,1441,0,0
4516,5501,3052,53,0,2,166,161,0.9698795180722891,131,52.723279232147675,8.304590894804727,12.171643536488794,580,8965,1,1
2333,8688,420,19,18,5,136,103,0.7573529411764706,14,215.93940491644676,4.847762666927515,7.524165169989504,388,1361,0,0
1446,9885,524,10,3,0,112,39,0.3482142857142857,14,321.22252474536367,5.27043982699628,8.577509543344224,312,4267,0,0
3883,5683,3517,15,1,9,73,10,0.136986301369863,5,247.1077306059628,5.729510783362991,9.387833837882376,307,3538,0,0
3207,2131,969,15,1,0,250,54,0.216,8,223.55785668626473,5.913809513907661,7.13733021611586,235,4967,0,0
998,6012,1989,5,8,14,141,106,0.75177304964539,14,262.61844183936773,4.482950547048666,7.38194887858945,243,1280,0,0
371,5887,957,8,6,12,64,52,0.8125,1,261.2632058623775,6.1927227551168595,9.082184718420983,335,1581,0,0
